# PRISM-R: child population aged 10 to 17 by ethnic group
# The denominator behind the rates published elsewhere in PRISM-R.
# PRISM-R, an open tool for analysis of remand disproportionality in
# the youth justice system of England and Wales. Oxon Advisory.
# https://prism-r.howpreventionworks.com
# Contains public sector information licensed under the Open Government
# Licence v3.0. Source and reference period are given per row.
# A blank value with a disclosure_status of suppressed or
# source_suppressed is a cell withheld under disclosure control; it is
# not a zero and must not be treated as one.
geo_id,ethnicity,age,sex,population,source,reference_period,disclosure_status
E07000114,White,,male,1488,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000114,White,,male,2269,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000114,White,,male,2201,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Asian,,female,70,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Asian,,female,110,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Asian,,female,77,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Asian,,male,79,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Asian,,male,98,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Asian,,male,133,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Black,,female,19,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Black,,female,31,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Black,,female,27,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Black,,male,29,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Black,,male,33,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Black,,male,30,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Mixed,,female,90,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Mixed,,female,135,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Mixed,,female,117,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Mixed,,male,96,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Mixed,,male,150,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Mixed,,male,133,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Other,,female,11,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Other,,female,29,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Other,,female,15,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Other,,male,9,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Other,,male,20,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,Other,,male,17,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,White,,female,1455,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,White,,female,2257,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,White,,female,2188,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,White,,male,1598,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,White,,male,2399,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000115,White,,male,2408,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Asian,,female,78,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Asian,,female,127,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Asian,,female,120,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Asian,,male,96,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Asian,,male,164,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Asian,,male,118,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Black,,female,21,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Black,,female,39,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Black,,female,43,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Black,,male,14,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Black,,male,34,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Black,,male,21,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Mixed,,female,101,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Mixed,,female,144,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Mixed,,female,134,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Mixed,,male,103,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Mixed,,male,148,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Mixed,,male,102,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Other,,female,18,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Other,,female,22,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Other,,female,15,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Other,,male,22,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Other,,male,19,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,Other,,male,23,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,White,,female,1334,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,White,,female,2079,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,White,,female,2004,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,White,,male,1402,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,White,,male,2175,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000116,White,,male,1973,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Asian,,female,256,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Asian,,female,416,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Asian,,female,411,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Asian,,male,302,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Asian,,male,484,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Asian,,male,447,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Black,,female,4,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Black,,female,7,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Black,,female,9,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Black,,male,3,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Black,,male,4,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Black,,male,5,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Mixed,,female,42,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Mixed,,female,70,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Mixed,,female,46,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Mixed,,male,59,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Mixed,,male,79,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Mixed,,male,58,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Other,,female,11,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Other,,female,15,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Other,,female,11,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Other,,male,16,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Other,,male,21,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,Other,,male,13,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,White,,female,886,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,White,,female,1297,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,White,,female,1268,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,White,,male,921,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,White,,male,1383,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000117,White,,male,1264,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Asian,,female,38,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Asian,,female,47,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Asian,,female,43,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Asian,,male,36,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Asian,,male,54,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Asian,,male,51,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Black,,female,8,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Black,,female,13,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Black,,female,4,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Black,,male,7,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Black,,male,9,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Black,,male,11,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Mixed,,female,53,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Mixed,,female,60,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Mixed,,female,57,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Mixed,,male,49,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Mixed,,male,72,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Mixed,,male,61,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Other,,female,14,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Other,,female,15,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Other,,female,13,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Other,,male,10,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Other,,male,18,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,Other,,male,16,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,White,,female,1275,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,White,,female,1894,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,White,,female,1759,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,White,,male,1373,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,White,,male,1949,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000118,White,,male,1908,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Asian,,female,7,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Asian,,female,18,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Asian,,female,20,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Asian,,male,14,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Asian,,male,33,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Asian,,male,27,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Black,,female,5,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Black,,female,4,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Black,,female,3,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Black,,male,1,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Black,,male,6,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Black,,male,6,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Mixed,,female,31,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Mixed,,female,48,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Mixed,,female,41,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Mixed,,male,22,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Mixed,,male,52,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Mixed,,male,50,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Other,,female,8,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Other,,female,5,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Other,,female,15,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Other,,male,5,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Other,,male,10,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,Other,,male,10,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,White,,female,723,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,White,,female,1168,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,White,,female,1110,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,White,,male,805,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,White,,male,1106,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000119,White,,male,1203,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Asian,,female,258,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Asian,,female,397,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Asian,,female,356,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Asian,,male,244,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Asian,,male,352,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Asian,,male,445,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Black,,female,5,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Black,,female,3,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Black,,female,4,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Black,,male,5,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Black,,male,5,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Black,,male,4,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Mixed,,female,44,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Mixed,,female,57,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Mixed,,female,33,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Mixed,,male,27,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Mixed,,male,56,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Mixed,,male,41,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Other,,female,6,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Other,,female,11,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Other,,female,11,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Other,,male,5,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Other,,male,22,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,Other,,male,17,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,White,,female,757,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,White,,female,1123,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,White,,female,1064,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,White,,male,843,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,White,,male,1112,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000120,White,,male,1227,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Asian,,female,48,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Asian,,female,78,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Asian,,female,231,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Asian,,male,49,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Asian,,male,87,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Asian,,male,77,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Black,,female,10,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Black,,female,15,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Black,,female,14,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Black,,male,8,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Black,,male,39,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Black,,male,30,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Mixed,,female,44,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Mixed,,female,59,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Mixed,,female,72,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Mixed,,male,61,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Mixed,,male,65,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Mixed,,male,54,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Other,,female,17,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Other,,female,12,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Other,,female,16,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Other,,male,27,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Other,,male,17,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,Other,,male,19,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,White,,female,1359,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,White,,female,1993,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,White,,female,1865,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,White,,male,1435,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,White,,male,2130,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000121,White,,male,2040,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Asian,,female,529,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Asian,,female,829,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Asian,,female,765,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Asian,,male,573,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Asian,,male,865,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Asian,,male,737,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Black,,female,3,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Black,,female,4,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Black,,female,7,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Black,,male,1,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Black,,male,9,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Black,,male,7,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Mixed,,female,39,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Mixed,,female,68,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Mixed,,female,56,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Mixed,,male,54,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Mixed,,male,66,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Mixed,,male,58,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Other,,female,11,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Other,,female,32,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Other,,female,19,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Other,,male,12,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Other,,male,28,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,Other,,male,20,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,White,,female,735,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,White,,female,1013,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,White,,female,1003,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,White,,male,793,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,White,,male,1097,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000122,White,,male,1048,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Asian,,female,472,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Asian,,female,664,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Asian,,female,699,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Asian,,male,499,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Asian,,male,798,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Asian,,male,790,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Black,,female,35,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Black,,female,56,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Black,,female,45,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Black,,male,42,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Black,,male,57,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Black,,male,73,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Mixed,,female,126,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Mixed,,female,157,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Mixed,,female,131,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Mixed,,male,136,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Mixed,,male,170,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Mixed,,male,137,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Other,,female,43,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Other,,female,51,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Other,,female,51,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Other,,male,43,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Other,,male,78,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,Other,,male,64,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,White,,female,1162,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,White,,female,1657,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,White,,female,1554,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,White,,male,1230,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,White,,male,1759,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000123,White,,male,1724,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Asian,,female,19,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Asian,,female,35,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Asian,,female,31,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Asian,,male,22,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Asian,,male,44,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Asian,,male,39,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Black,,female,1,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Black,,female,4,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Black,,female,4,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Black,,male,1,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Black,,male,6,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Black,,male,12,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Mixed,,female,29,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Mixed,,female,39,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Mixed,,female,27,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Mixed,,male,26,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Mixed,,male,37,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Mixed,,male,36,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Other,,female,3,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Other,,female,3,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Other,,female,4,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Other,,male,2,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Other,,male,8,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,Other,,male,11,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,White,,female,639,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,White,,female,1031,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,White,,female,996,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,White,,male,663,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,White,,male,1065,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000124,White,,male,1064,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000125,Asian,,female,82,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000125,Asian,,female,119,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000125,Asian,,female,116,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000125,Asian,,male,90,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
E07000125,Asian,,male,114,"ONS Census 2021, dataset RM032","Census day, 21 March 2021",full
